date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days,cat_Electronics,cat_Apparel,cat_Home,cat_Beauty,cat_Sports,is_weekend,month_sin,month_cos,day_sin,day_cos,lag_7,lag_14,rolling_mean_7,rolling_std_7,rolling_mean_30,promo_impact
2023-04-09,P016,23.0,9124.61,125,43,0,0.0,6,4,6,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,12.0,11.0,13.428571428571429,2.3704530408864106,25.566666666666666,0.0
2023-04-16,P016,25.0,9416.82,100,43,0,0.0,6,4,6,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,12.0,15.0,15.0,4.203173404306168,24.166666666666668,0.0
2023-04-18,P016,15.0,9243.76,85,43,0,0.0,1,4,6,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,15.0,19.0,16.857142857142858,5.367450401216938,22.833333333333332,0.0
2023-04-19,P016,20.0,8981.64,65,43,0,0.0,2,4,6,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,13.0,31.0,16.857142857142858,5.367450401216938,22.533333333333335,0.0
2023-04-20,P016,25.0,8925.62,171,43,0,0.0,3,4,6,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.43388373911755823,-0.900968867902419,11.0,18.0,17.857142857142858,5.1777914026661875,22.3,0.0
2023-04-29,P016,14.0,9149.76,157,43,0,0.0,5,4,6,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,13.0,15.0,19.857142857142858,4.775931721614528,22.066666666666666,0.0
2023-05-06,P016,22.0,9294.17,135,43,0,0.0,5,5,6,1,0,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,18.0,15.0,20.0,4.546060565661963,22.0,0.0
2023-05-15,P016,17.0,9402.49,118,43,0,0.0,0,5,6,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,23.0,12.0,20.571428571428573,4.503966505838426,21.633333333333333,0.0
2023-05-20,P016,23.0,9030.53,95,43,0,0.0,5,5,6,1,0,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,25.0,12.0,19.714285714285715,4.535573676110738,20.866666666666667,0.0
2023-06-15,P016,21.0,8904.94,74,43,0,0.0,3,6,6,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,15.0,15.0,19.428571428571427,4.197504927816968,20.433333333333334,0.0
2023-06-21,P016,13.0,9075.21,61,43,0,0.0,2,6,6,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,20.0,13.0,20.285714285714285,3.728908942943234,20.333333333333332,0.0
2023-06-25,P016,20.0,9159.44,206,43,0,0.0,6,6,6,1,0,0,0,0,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,25.0,11.0,19.285714285714285,4.6445052020025415,18.8,0.0
2023-07-01,P016,21.0,9194.45,0,43,0,0.0,5,7,6,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,14.0,13.0,18.571428571428573,3.9520940802374267,18.166666666666668,0.0
2023-07-03,P016,23.0,9325.88,162,43,0,0.0,0,7,6,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,22.0,18.0,19.571428571428573,3.4572215654165204,17.833333333333332,0.0
2023-07-05,P016,15.0,9183.94,147,43,0,0.0,2,7,6,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,17.0,23.0,19.714285714285715,3.5923198500080713,17.766666666666666,0.0
2023-07-09,P016,19.0,9064.68,128,43,0,0.0,6,7,6,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,23.0,25.0,19.428571428571427,3.909694909544016,17.6,0.0
2023-07-15,P016,25.0,9050.89,103,43,0,0.0,5,7,6,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,21.0,15.0,18.857142857142858,3.5790395093549763,17.8,0.0
2023-07-23,P016,24.0,8980.1,79,43,0,0.0,6,7,6,1,0,0,0,0,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,13.0,20.0,19.428571428571427,4.23702501200796,18.266666666666666,0.0
2023-07-28,P016,21.0,9153.79,58,43,0,0.0,4,7,6,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,20.0,25.0,21.0,3.4156502553198815,18.566666666666666,0.0
2023-08-20,P016,15.0,9150.69,137,43,0,0.0,6,8,6,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,21.0,14.0,21.142857142857142,3.3876526498728556,18.633333333333333,0.0
2023-08-23,P016,13.0,9072.15,124,43,0,0.0,2,8,6,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,23.0,22.0,20.285714285714285,4.11154008915905,18.1,0.0
2023-08-25,P016,24.0,9058.22,100,43,0,0.0,4,8,6,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,15.0,17.0,18.857142857142858,4.705619740571612,17.933333333333334,0.0
2023-08-26,P016,24.0,9215.17,82,43,0,0.0,5,8,6,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,19.0,23.0,20.142857142857142,4.705619740571612,18.233333333333334,0.0
2023-09-02,P016,20.0,9326.03,62,43,0,0.0,5,9,6,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,25.0,21.0,20.857142857142858,4.879500364742676,18.533333333333335,0.0
2023-09-14,P016,26.0,9231.28,148,43,0,0.0,3,9,6,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,24.0,13.0,20.142857142857142,4.5250624831255735,18.8,0.0
2023-09-15,P016,25.0,9227.69,123,43,0,0.0,4,9,6,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,21.0,20.0,20.428571428571427,4.859943170351658,19.266666666666666,0.0
2023-09-17,P016,23.0,9008.6,100,43,0,0.0,6,9,6,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,15.0,21.0,21.0,5.163977794943232,19.6,0.0
2023-10-06,P016,22.0,9097.21,78,43,0,0.0,4,10,6,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,13.0,23.0,22.142857142857142,4.450789122113506,19.933333333333334,0.0
2023-10-18,P016,31.0,8998.59,47,43,1,34.9,2,10,6,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,24.0,15.0,23.428571428571427,1.9880595947760376,20.3,34.9
2023-10-25,P016,22.0,9117.84,126,43,0,0.0,2,10,6,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,24.0,19.0,24.428571428571427,3.5050983275386725,20.9,0.0
2023-10-28,P016,33.0,9323.71,93,43,0,0.0,5,10,6,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,20.0,25.0,24.142857142857142,3.625307868699879,21.033333333333335,0.0
2023-10-29,P016,39.0,8973.13,54,43,0,0.0,6,10,6,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,26.0,24.0,26.0,4.396968652757653,21.366666666666667,0.0
2023-11-04,P016,42.0,8995.62,111,43,0,0.0,5,11,6,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,25.0,21.0,27.857142857142858,6.593647736738034,21.833333333333332,0.0
2023-11-06,P016,24.0,9128.13,87,43,0,0.0,0,11,6,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,23.0,15.0,30.285714285714285,8.280786712108258,22.733333333333334,0.0
2023-11-07,P016,42.0,9195.61,45,43,0,0.0,1,11,6,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,22.0,13.0,30.428571428571427,8.141603913585726,22.866666666666667,0.0
2023-11-18,P016,37.0,8964.6,179,43,0,0.0,5,11,6,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,31.0,24.0,33.285714285714285,8.199883855158886,23.433333333333334,0.0
2023-11-25,P016,72.0,8881.54,107,43,1,51.0,5,11,6,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,22.0,24.0,34.142857142857146,8.23465383665421,24.2,51.0
2023-11-28,P016,38.0,9287.41,69,43,0,0.0,1,11,6,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,33.0,20.0,41.285714285714285,14.918827989203065,25.866666666666667,0.0
2023-12-10,P016,41.0,9410.34,195,43,0,0.0,6,12,6,1,0,0,0,0,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,39.0,26.0,42.0,14.571661996262936,26.566666666666666,0.0
2023-12-12,P016,35.0,9313.55,160,43,0,0.0,1,12,6,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.7818314824680298,0.6234898018587336,42.0,25.0,42.285714285714285,14.522560445898034,27.166666666666668,0.0
2023-12-27,P016,30.0,9261.83,130,43,0,0.0,2,12,6,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434,24.0,23.0,41.285714285714285,14.784161409137441,27.633333333333333,0.0
2022-01-01,P017,21.0,18331.86,149,59,0,0.0,5,1,7,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-10,P017,21.0,19246.05,133,59,0,0.0,0,1,7,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0
2022-01-17,P017,15.0,19232.47,118,59,0,0.0,0,1,7,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0,0.0,0.0,21.0,0.0,21.0,0.0
2022-02-25,P017,15.0,19319.98,106,59,0,0.0,4,2,7,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0.0,0.0,19.0,3.4641016151377544,19.0,0.0
2022-02-28,P017,7.0,18894.65,99,59,0,0.0,0,2,7,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0,0.0,0.0,18.0,3.4641016151377544,18.0,0.0
2022-03-06,P017,17.0,18528.0,82,59,0,0.0,6,3,7,1,0,0,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,0.0,15.8,5.761944116355173,15.8,0.0
2022-03-22,P017,18.0,19023.58,64,59,0,0.0,1,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0.0,0.0,16.0,5.176871642217914,16.0,0.0
2022-03-28,P017,18.0,19228.9,193,59,0,0.0,0,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,21.0,0.0,16.285714285714285,4.785891965429423,16.285714285714285,0.0
2022-03-31,P017,18.0,19257.8,175,59,0,0.0,3,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,21.0,0.0,15.857142857142858,4.413183712037204,16.5,0.0
2022-04-01,P017,23.0,18803.12,152,59,0,0.0,4,4,7,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,15.0,0.0,15.428571428571429,3.9520940802374147,16.666666666666668,0.0
2022-04-04,P017,14.0,18279.89,138,59,0,0.0,0,4,7,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,15.0,0.0,16.571428571428573,4.859943170351648,17.3,0.0
2022-04-15,P017,12.0,19248.05,126,59,0,0.0,4,4,7,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,7.0,0.0,16.428571428571427,4.928053803045812,17.0,0.0
2022-04-25,P017,17.0,18626.01,109,59,0,0.0,0,4,7,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,17.0,0.0,17.142857142857142,3.4846602621858493,16.583333333333332,0.0
2022-05-12,P017,14.0,18955.11,95,59,0,0.0,3,5,7,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,18.0,0.0,17.142857142857142,3.4846602621858493,16.615384615384617,0.0
2022-05-26,P017,27.0,18762.13,68,59,0,0.0,3,5,7,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.43388373911755823,-0.900968867902419,18.0,21.0,16.571428571428573,3.644957377763737,16.428571428571427,0.0
2022-05-31,P017,17.0,18473.86,283,59,0,0.0,1,5,7,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,18.0,21.0,17.857142857142858,5.398412465054625,17.133333333333333,0.0
2022-06-14,P017,14.0,18982.51,269,59,0,0.0,1,6,7,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,23.0,15.0,17.714285714285715,5.4072262055600415,17.125,0.0
2022-06-28,P017,19.0,33480.59,250,59,0,0.0,1,6,7,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336,14.0,15.0,16.428571428571427,4.995235825502232,16.941176470588236,0.0
2022-07-04,P017,14.0,19098.4,236,59,0,0.0,0,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.0,1.0,12.0,7.0,17.142857142857142,4.947341758580105,17.055555555555557,0.0
2022-07-05,P017,15.0,18822.72,221,59,0,0.0,1,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,17.0,17.0,17.428571428571427,4.649628761422531,16.894736842105264,0.0
2022-07-07,P017,9.0,18874.32,212,59,0,0.0,3,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,14.0,18.0,17.142857142857142,4.740906081772817,16.8,0.0
2022-07-14,P017,17.0,18445.68,195,59,0,0.0,3,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,27.0,18.0,16.428571428571427,5.593363414414828,16.428571428571427,0.0
2022-08-12,P017,14.0,18410.69,181,59,0,0.0,4,8,7,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,17.0,18.0,15.0,3.214550253664324,16.454545454545453,0.0
2022-08-14,P017,33.0,19019.6,148,59,0,0.0,6,8,7,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,14.0,23.0,14.571428571428571,3.1014589500826317,16.347826086956523,0.0
2022-08-27,P017,25.0,18732.82,123,59,0,0.0,5,8,7,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,19.0,14.0,17.285714285714285,7.587583842794001,17.041666666666668,0.0
2022-09-01,P017,18.0,18661.18,105,59,0,0.0,3,9,7,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,14.0,12.0,18.142857142857142,8.132825901423018,17.36,0.0
2022-09-04,P017,23.0,19303.45,82,59,0,0.0,6,9,7,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,15.0,17.0,18.714285714285715,7.931252228038262,17.384615384615383,0.0
2022-09-07,P017,20.0,19156.24,62,59,0,0.0,2,9,7,1,0,0,0,0,0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,9.0,14.0,19.857142857142858,7.883074092183652,17.59259259259259,0.0
2022-09-11,P017,25.0,18723.85,187,59,0,0.0,6,9,7,1,0,0,0,0,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,17.0,27.0,21.428571428571427,6.29436633975554,17.678571428571427,0.0
2022-10-05,P017,46.0,18530.66,141,59,1,41.3,2,10,7,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,14.0,17.0,22.571428571428573,6.078847008469689,17.93103448275862,41.3
2022-10-11,P017,31.0,18639.07,110,59,0,0.0,1,10,7,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,33.0,14.0,27.142857142857142,9.581728644118641,18.866666666666667,0.0
2022-10-20,P017,21.0,18862.92,89,59,0,0.0,3,10,7,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,25.0,19.0,26.857142857142858,9.406178314075825,19.2,0.0
2022-10-25,P017,33.0,18713.86,189,59,1,18.2,1,10,7,1,0,0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,18.0,14.0,26.285714285714285,9.655987533033331,19.2,18.2
2022-10-30,P017,25.0,18825.29,164,59,0,0.0,6,10,7,1,0,0,0,0,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,23.0,15.0,28.428571428571427,9.162553189607184,19.8,0.0
2022-11-04,P017,25.0,18396.86,139,59,0,0.0,4,11,7,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,20.0,9.0,28.714285714285715,8.994707438530824,20.133333333333333,0.0
2022-11-06,P017,38.0,19295.72,101,59,0,0.0,6,11,7,1,0,0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.7818314824680299,0.6234898018587334,25.0,17.0,29.428571428571427,8.36375399879628,20.733333333333334,0.0
2022-11-21,P017,27.0,18934.54,74,59,0,0.0,0,11,7,1,0,0,0,0,0,-0.5000000000000004,0.8660254037844384,0.0,1.0,46.0,14.0,31.285714285714285,8.654753717163862,21.433333333333334,0.0
2022-12-01,P017,19.0,19002.05,181,59,0,0.0,3,12,7,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,31.0,33.0,28.571428571428573,5.769377287516747,21.733333333333334,0.0
2022-12-15,P017,37.0,19107.4,144,59,0,0.0,3,12,7,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,21.0,25.0,26.857142857142858,6.644009116704834,21.766666666666666,0.0
2022-12-16,P017,25.0,19223.07,119,59,0,0.0,4,12,7,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,33.0,18.0,29.142857142857142,7.0339313670372325,22.4,0.0
2022-12-22,P017,31.0,18418.17,88,59,0,0.0,3,12,7,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,0.43388373911755823,-0.900968867902419,25.0,23.0,28.0,6.952217871538056,22.466666666666665,0.0
2022-12-25,P017,46.0,19201.97,166,59,1,13.1,6,12,7,1,0,0,0,0,1,-2.4492935982947064e-16,1.0,-0.7818314824680299,0.6234898018587334,25.0,20.0,28.857142857142858,6.890296835129114,23.033333333333335,13.1
2022-12-30,P017,30.0,18334.42,136,59,0,0.0,4,12,7,1,0,0,0,0,0,-2.4492935982947064e-16,1.0,-0.433883739117558,-0.9009688679024191,38.0,25.0,31.857142857142858,9.136530549184972,24.166666666666668,0.0
2023-01-12,P017,16.0,18375.68,120,59,0,0.0,3,1,7,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419,27.0,46.0,30.714285714285715,8.731442906993953,24.6,0.0
2023-01-13,P017,12.0,18796.03,108,59,0,0.0,4,1,7,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191,19.0,31.0,29.142857142857142,10.350983390135305,24.666666666666668,0.0
2023-01-17,P017,17.0,19235.27,91,59,0,0.0,1,1,7,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680298,0.6234898018587336,37.0,21.0,28.142857142857142,11.739230119966285,24.166666666666668,0.0
2023-01-18,P017,18.0,19185.31,73,59,0,0.0,2,1,7,1,0,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,25.0,33.0,25.285714285714285,11.657819774930548,24.166666666666668,0.0
2023-01-28,P017,13.0,19111.7,60,59,0,0.0,5,1,7,1,0,0,0,0,1,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,31.0,25.0,24.285714285714285,11.982129550769697,24.3,0.0
2023-02-02,P017,17.0,18702.07,189,59,0,0.0,3,2,7,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,46.0,25.0,21.714285714285715,12.229939843328276,24.1,0.0
2023-02-17,P017,17.0,18886.36,172,59,0,0.0,4,2,7,1,0,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,30.0,38.0,17.571428571428573,5.912053869204926,24.2,0.0
2023-02-25,P017,24.0,18925.33,148,59,0,0.0,5,2,7,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,16.0,27.0,15.714285714285714,2.2886885410853224,24.266666666666666,0.0
2023-02-26,P017,15.0,19131.78,133,59,0,0.0,6,2,7,1,0,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,12.0,19.0,16.857142857142858,3.891382420536067,24.766666666666666,0.0
2023-03-03,P017,18.0,19314.0,115,59,0,0.0,4,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,17.0,37.0,17.285714285714285,3.4016802570830427,24.7,0.0
2023-03-06,P017,17.0,18559.07,98,59,0,0.0,0,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,18.0,25.0,17.428571428571427,3.408672412985384,24.833333333333332,0.0
2023-03-09,P017,24.0,18239.04,74,59,1,30.5,3,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,13.0,31.0,17.285714285714285,3.4016802570830427,24.3,30.5
2023-03-13,P017,13.0,18823.75,61,59,0,0.0,0,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,0.0,1.0,17.0,46.0,18.857142857142858,3.6253078686998563,24.266666666666666,0.0
2023-03-17,P017,14.0,19107.45,266,59,0,0.0,4,3,7,1,0,0,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,17.0,30.0,18.285714285714285,4.231401884099626,24.1,0.0
2023-03-26,P017,17.0,19170.08,249,59,0,0.0,6,3,7,1,0,0,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,24.0,16.0,17.857142857142858,4.525062483125558,23.8,0.0
2023-04-03,P017,26.0,18604.51,223,59,0,0.0,0,4,7,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.0,1.0,15.0,12.0,16.857142857142858,3.625307868699861,23.7,0.0
2023-04-11,P017,8.0,19085.86,215,59,0,0.0,1,4,7,1,0,0,0,0,0,0.8660254037844387,-0.4999999999999998,0.7818314824680298,0.6234898018587336,18.0,17.0,18.428571428571427,4.859943170351643,23.733333333333334,0.0
2023-04-30,P017,34.0,18839.55,181,59,0,0.0,6,4,7,1,0,0,0,0,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,17.0,18.0,17.0,6.271629240742259,22.466666666666665,0.0
2023-05-08,P017,15.0,18356.35,166,59,0,0.0,0,5,7,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.0,1.0,24.0,13.0,19.428571428571427,8.978811035936083,22.566666666666666,0.0
2023-05-16,P017,15.0,19032.78,154,59,0,0.0,1,5,7,1,0,0,0,0,0,0.49999999999999994,-0.8660254037844387,0.7818314824680298,0.6234898018587336,13.0,17.0,18.142857142857142,8.858678822273129,22.366666666666667,0.0
2023-05-20,P017,21.0,18379.83,133,59,0,0.0,5,5,7,1,0,0,0,0,1,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,14.0,17.0,18.428571428571427,8.695921320886452,21.766666666666666,0.0
2023-06-05,P017,13.0,18447.02,120,59,0,0.0,0,6,7,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,17.0,24.0,19.428571428571427,8.50210058078086,21.633333333333333,0.0
2023-06-07,P017,18.0,18935.29,102,59,0,0.0,2,6,7,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,26.0,15.0,18.857142857142858,8.820970684087083,21.233333333333334,0.0
2023-06-12,P017,10.0,18960.62,92,59,0,0.0,0,6,7,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,8.0,18.0,17.714285714285715,8.24043457014021,20.566666666666666,0.0
2023-06-16,P017,19.0,18924.2,73,59,0,0.0,4,6,7,1,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,34.0,17.0,18.0,7.874007874011808,20.0,0.0
2023-07-04,P017,19.0,18610.92,278,59,0,0.0,1,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,15.0,24.0,15.857142857142858,3.760699023168046,20.0,0.0
2023-07-14,P017,16.0,18294.79,262,59,0,0.0,4,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,15.0,13.0,16.428571428571427,3.909694909543996,19.4,0.0
2023-07-20,P017,13.0,18862.09,249,59,0,0.0,3,7,7,1,0,0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,21.0,14.0,16.571428571428573,3.866830866792715,19.1,0.0
2023-08-09,P017,13.0,18576.61,230,59,0,0.0,2,8,7,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,13.0,17.0,15.428571428571429,3.50509832753865,18.5,0.0
2023-08-14,P017,18.0,18665.3,212,59,0,0.0,0,8,7,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.0,1.0,18.0,26.0,15.428571428571429,3.50509832753865,17.4,0.0
2023-08-18,P017,23.0,19111.31,189,59,0,0.0,4,8,7,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,10.0,8.0,15.428571428571429,3.50509832753865,17.0,0.0
2023-08-20,P017,16.0,19243.21,173,59,0,0.0,6,8,7,1,0,0,0,0,1,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,19.0,34.0,17.285714285714285,3.5923198500080487,17.233333333333334,0.0
2023-08-22,P017,22.0,19140.3,151,59,0,0.0,1,8,7,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,19.0,15.0,16.857142857142858,3.5321651258386018,17.366666666666667,0.0
2023-08-23,P017,18.0,19035.27,133,59,0,0.0,2,8,7,1,0,0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,16.0,15.0,17.285714285714285,3.988077469754299,17.533333333333335,0.0
