date,product_id,units_sold,unit_price,stock_on_hand,reorder_point,is_promotion,discount_pct,day_of_week,month,supplier_lead_days,Apparel,Beauty,Electronics,Home,Sports,day_sin,day_cos,month_sin,month_cos
2022-06-25,P012,32.0,4982.59,177.0,78,0,0.0,5,6,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
2022-07-06,P012,25.0,4867.99,152.0,78,0,0.0,2,7,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2022-07-11,P012,20.0,4956.89,132.0,78,0,0.0,0,7,6,0,0,0,0,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2022-07-23,P012,29.0,4783.45,103.0,78,0,0.0,5,7,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
2022-08-03,P012,16.0,4818.98,87.0,78,0,0.0,2,8,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
2022-08-05,P012,24.0,4898.25,358.0,78,0,0.0,4,8,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
2022-08-06,P012,31.0,4764.45,327.0,78,0,0.0,5,8,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
2022-08-08,P012,19.0,4941.05,308.0,78,0,0.0,0,8,6,0,0,0,0,1,0.0,1.0,-0.8660254037844385,-0.5000000000000004
2022-08-13,P012,19.0,4879.24,266.0,78,0,0.0,5,8,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
2022-08-17,P012,29.0,4826.16,237.0,78,0,0.0,2,8,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
2022-08-28,P012,37.0,4944.84,200.0,78,0,0.0,6,8,6,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
2022-08-29,P012,26.0,4795.62,174.0,78,0,0.0,0,8,6,0,0,0,0,1,0.0,1.0,-0.8660254037844385,-0.5000000000000004
2022-08-31,P012,20.0,4898.95,154.0,78,0,0.0,2,8,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
2022-09-02,P012,27.0,4795.62,127.0,78,0,0.0,4,9,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
2022-09-05,P012,30.0,4927.28,97.0,78,0,0.0,0,9,6,0,0,0,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16
2022-09-11,P012,39.0,4930.09,283.0,78,0,0.0,6,9,6,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
2022-09-13,P012,25.0,4847.65,258.0,78,0,0.0,1,9,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
2022-09-15,P012,33.0,4719.43,225.0,78,0,0.0,3,9,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
2022-09-17,P012,45.0,4786.53,180.0,78,0,0.0,5,9,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
2022-09-20,P012,45.0,4928.09,157.0,78,0,0.0,1,9,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
2022-09-22,P012,32.0,4983.31,125.0,78,0,0.0,3,9,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
2022-10-08,P012,32.0,4988.18,309.0,78,0,0.0,5,10,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
2022-10-28,P012,25.0,4763.55,284.0,78,0,0.0,4,10,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2022-10-29,P012,53.0,4876.06,231.0,78,0,0.0,5,10,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
2022-11-06,P012,45.0,4952.8,186.0,78,0,0.0,6,11,6,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2022-11-08,P012,36.0,4736.97,150.0,78,0,0.0,1,11,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2022-11-20,P012,36.0,4990.81,95.0,78,0,0.0,6,11,6,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2022-11-25,P012,46.0,4827.97,316.0,78,1,11.9,4,11,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
2022-12-01,P012,40.0,4932.53,276.0,78,0,0.0,3,12,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0
2022-12-05,P012,37.0,30231.729999999996,239.0,78,0,0.0,0,12,6,0,0,0,0,1,0.0,1.0,-2.4492935982947064e-16,1.0
2022-12-08,P012,34.0,4819.88,205.0,78,0,0.0,3,12,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-2.4492935982947064e-16,1.0
2022-12-16,P012,35.0,4739.78,170.0,78,0,0.0,4,12,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
2022-12-24,P012,76.0,4755.85,94.0,78,1,31.9,5,12,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2023-01-03,P012,24.0,4807.48,251.0,78,0,0.0,1,1,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2023-01-10,P012,21.0,4789.99,230.0,78,0,0.0,1,1,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2023-01-11,P012,18.0,30231.729999999996,212.0,78,0,0.0,2,1,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2023-01-12,P012,14.0,4810.14,198.0,78,0,0.0,3,1,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
2023-01-18,P012,9.0,4768.26,189.0,78,0,0.0,2,1,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2023-01-20,P012,27.0,4819.38,162.0,78,0,0.0,4,1,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2023-01-24,P012,17.0,4846.3,145.0,78,0,0.0,1,1,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
2023-01-27,P012,20.0,4788.58,125.0,78,0,0.0,4,1,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2023-02-06,P012,19.0,4784.53,106.0,78,0,0.0,0,2,6,0,0,0,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001
2023-02-14,P012,16.0,4841.67,90.0,78,0,0.0,1,2,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2023-02-22,P012,14.0,4761.23,321.0,78,0,0.0,2,2,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2023-02-27,P012,20.0,4933.65,301.0,78,0,0.0,0,2,6,0,0,0,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001
2023-03-02,P012,14.0,4860.59,200.40495867768595,78,0,0.0,3,3,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2023-03-15,P012,20.0,4858.95,267.0,78,0,0.0,2,3,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
2023-03-20,P012,18.0,4704.21,249.0,78,0,0.0,0,3,6,0,0,0,0,1,0.0,1.0,1.0,6.123233995736766e-17
2023-03-31,P012,25.0,4847.51,224.0,78,0,0.0,4,3,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2023-04-01,P012,30.0,4807.66,194.0,78,0,0.0,5,4,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2023-04-14,P012,23.0,4733.13,171.0,78,0,0.0,4,4,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2023-04-21,P012,34.0,4703.49,137.0,78,0,0.0,4,4,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
2023-05-12,P012,32.0,4764.88,105.0,78,0,0.0,4,5,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
2023-05-21,P012,29.0,4916.46,355.0,78,0,0.0,6,5,6,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
2023-06-03,P012,34.0,4815.75,321.0,78,0,0.0,5,6,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
2023-06-13,P012,19.0,4984.58,302.0,78,0,0.0,1,6,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
2023-06-14,P012,15.0,4845.41,287.0,78,0,0.0,2,6,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
2023-06-22,P012,28.0,4733.0,259.0,78,0,0.0,3,6,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
2023-06-24,P012,28.0,4943.76,235.0,78,0,0.0,5,6,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
2023-06-27,P012,21.0,4989.21,214.0,78,0,0.0,1,6,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
2023-06-30,P012,20.0,4925.33,194.0,78,0,0.0,4,6,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
2023-07-04,P012,31.0,4762.81,163.0,78,0,0.0,1,7,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2023-07-12,P012,14.0,4733.69,149.0,78,0,0.0,2,7,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2023-07-21,P012,21.0,4731.57,128.0,78,0,0.0,4,7,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
2023-07-24,P012,29.0,4720.2,99.0,78,0,0.0,0,7,6,0,0,0,0,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2023-08-08,P012,28.0,4971.43,344.0,78,0,0.0,1,8,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
2023-08-09,P012,22.0,4741.54,322.0,78,0,0.0,2,8,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
2023-08-16,P012,28.0,4755.86,294.0,78,0,0.0,2,8,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
2023-08-22,P012,14.0,4736.63,280.0,78,0,0.0,1,8,6,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
2023-09-02,P012,34.0,4941.52,246.0,78,0,0.0,5,9,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
2023-09-04,P012,35.0,4735.56,211.0,78,0,0.0,0,9,6,0,0,0,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16
2023-09-06,P012,26.0,4707.26,185.0,78,0,0.0,2,9,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
2023-09-11,P012,27.0,4944.29,158.0,78,0,0.0,0,9,6,0,0,0,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16
2023-09-14,P012,32.0,4758.25,126.0,78,0,0.0,3,9,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
2023-09-16,P012,29.0,4753.46,97.0,78,0,0.0,5,9,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
2023-09-21,P012,25.0,4753.52,262.0,78,0,0.0,3,9,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
2023-09-22,P012,23.0,4816.12,239.0,78,0,0.0,4,9,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
2023-09-30,P012,28.0,4855.65,211.0,78,0,0.0,5,9,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
2023-10-04,P012,33.0,4759.53,178.0,78,0,0.0,2,10,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2023-10-06,P012,41.0,4963.3,137.0,78,0,0.0,4,10,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2023-10-11,P012,45.0,30231.729999999996,92.0,78,0,0.0,2,10,6,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2023-10-13,P012,37.0,4853.53,323.0,78,0,0.0,4,10,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2023-10-27,P012,21.0,4759.66,302.0,78,0,0.0,4,10,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
2023-11-04,P012,53.0,4895.04,249.0,78,0,0.0,5,11,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2023-11-13,P012,65.0,4797.98,184.0,78,1,37.3,0,11,6,0,0,0,0,1,0.0,1.0,-0.5000000000000004,0.8660254037844384
2023-11-16,P012,41.0,4902.92,143.0,78,0,0.0,3,11,6,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
2023-11-25,P012,81.0,4794.86,245.0,78,1,41.4,5,11,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
2023-12-04,P012,34.0,4911.17,211.0,78,0,0.0,0,12,6,0,0,0,0,1,0.0,1.0,-2.4492935982947064e-16,1.0
2023-12-08,P012,44.0,4819.5,167.0,78,0,0.0,4,12,6,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
2023-12-11,P012,32.0,4954.8,135.0,78,0,0.0,0,12,6,0,0,0,0,1,0.0,1.0,-2.4492935982947064e-16,1.0
2023-12-30,P012,48.0,4987.52,87.0,78,0,0.0,5,12,6,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2022-01-01,P013,46.0,2299.64,158.0,77,0,0.0,5,1,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
2022-01-16,P013,45.0,2317.08,113.0,77,1,15.9,6,1,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
2022-01-17,P013,33.0,2339.7,80.0,77,0,0.0,0,1,10,0,1,0,0,0,0.0,1.0,0.49999999999999994,0.8660254037844387
2022-02-02,P013,41.0,2300.84,316.0,77,0,0.0,2,2,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2022-02-07,P013,25.0,2345.79,291.0,77,0,0.0,0,2,10,0,1,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001
2022-02-15,P013,32.0,2259.54,259.0,77,0,0.0,1,2,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
2022-02-23,P013,22.0,2365.9,237.0,77,0,0.0,2,2,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2022-03-13,P013,58.0,2326.43,179.0,77,0,0.0,6,3,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2022-03-14,P013,36.0,23037.0,143.0,77,0,0.0,0,3,10,0,1,0,0,0,0.0,1.0,1.0,6.123233995736766e-17
2022-03-15,P013,34.0,2281.01,109.0,77,0,0.0,1,3,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
2022-03-19,P013,87.0,2378.18,257.0,77,1,38.6,5,3,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2022-03-20,P013,87.0,2352.94,217.0,77,0,0.0,6,3,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
2022-03-31,P013,36.0,2335.41,181.0,77,0,0.0,3,3,10,0,1,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2022-04-02,P013,51.0,2352.3,130.0,77,0,0.0,5,4,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2022-04-04,P013,33.0,2389.47,97.0,77,0,0.0,0,4,10,0,1,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2022-04-11,P013,28.0,2264.47,241.0,77,0,0.0,0,4,10,0,1,0,0,0,0.0,1.0,0.8660254037844387,-0.4999999999999998
2022-04-21,P013,40.0,2298.61,201.0,77,0,0.0,3,4,10,0,1,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
2022-05-07,P013,50.0,2259.85,151.0,77,0,0.0,5,5,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
2022-05-08,P013,60.0,2330.36,91.0,77,0,0.0,6,5,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
2022-05-22,P013,59.0,2357.85,211.0,77,0,0.0,6,5,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
2022-06-07,P013,37.0,2394.33,174.0,77,0,0.0,1,6,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
2022-06-12,P013,45.0,2354.54,129.0,77,0,0.0,6,6,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
2022-06-18,P013,45.0,2331.03,84.0,77,0,0.0,5,6,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
2022-06-21,P013,50.0,2310.86,217.0,77,0,0.0,1,6,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
2022-07-08,P013,28.0,2264.6,189.0,77,0,0.0,4,7,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
2022-07-11,P013,31.0,2312.9,158.0,77,0,0.0,0,7,10,0,1,0,0,0,0.0,1.0,-0.4999999999999997,-0.8660254037844388
2022-07-16,P013,45.0,2318.62,113.0,77,0,0.0,5,7,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
2022-07-19,P013,38.0,2315.74,305.0,77,0,0.0,1,7,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2022-07-27,P013,39.0,2295.17,266.0,77,0,0.0,2,7,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2022-08-31,P013,46.0,2275.93,220.0,77,0,0.0,2,8,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
2022-09-01,P013,44.0,2267.23,176.0,77,0,0.0,3,9,10,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
2022-09-07,P013,47.0,2385.02,129.0,77,0,0.0,2,9,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
2022-09-08,P013,46.0,23370.5,83.0,77,0,0.0,3,9,10,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
2022-09-10,P013,67.0,2360.31,312.0,77,0,0.0,5,9,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
2022-09-28,P013,40.0,2361.78,272.0,77,0,0.0,2,9,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
2022-10-05,P013,40.0,2346.57,161.0,77,1,42.8,2,10,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2022-10-09,P013,63.0,2367.82,190.34234234234233,77,0,0.0,6,10,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
2022-10-19,P013,53.0,2315.66,317.0,77,0,0.0,2,10,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
2022-10-20,P013,49.0,2320.81,268.0,77,0,0.0,3,10,10,0,1,0,0,0,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
2022-10-23,P013,63.0,2345.33,205.0,77,0,0.0,6,10,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
2022-10-30,P013,64.0,2303.9,141.0,77,0,0.0,6,10,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
2022-11-01,P013,66.0,2334.04,332.0,77,0,0.0,1,11,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
2022-11-13,P013,77.0,2306.16,255.0,77,0,0.0,6,11,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2022-11-20,P013,65.0,2365.28,190.0,77,0,0.0,6,11,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
2022-12-09,P013,58.0,2310.49,132.0,77,0,0.0,4,12,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,-2.4492935982947064e-16,1.0
2022-12-11,P013,82.0,2257.67,320.0,77,0,0.0,6,12,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
2022-12-18,P013,74.0,2374.93,246.0,77,0,0.0,6,12,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
2022-12-24,P013,106.0,2379.29,140.0,77,1,15.5,5,12,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2022-12-25,P013,100.0,2318.27,293.0,77,1,14.2,6,12,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-2.4492935982947064e-16,1.0
2022-12-31,P013,77.0,2359.63,216.0,77,0,0.0,5,12,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,-2.4492935982947064e-16,1.0
2023-01-25,P013,31.0,2267.49,185.0,77,0,0.0,2,1,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
2023-01-27,P013,34.0,2375.87,151.0,77,0,0.0,4,1,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
2023-02-05,P013,51.0,2376.91,100.0,77,0,0.0,6,2,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
2023-02-06,P013,29.0,2362.66,361.0,77,0,0.0,0,2,10,0,1,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001
2023-02-10,P013,22.0,2277.59,339.0,77,0,0.0,4,2,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
2023-02-13,P013,28.0,2278.71,311.0,77,0,0.0,0,2,10,0,1,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001
2023-02-22,P013,24.0,2385.22,287.0,77,0,0.0,2,2,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
2023-03-09,P013,75.0,2379.56,212.0,77,1,59.0,3,3,10,0,1,0,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
2023-03-17,P013,38.0,2280.54,174.0,77,0,0.0,4,3,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
2023-03-18,P013,39.0,2264.19,135.0,77,0,0.0,5,3,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
2023-04-11,P013,42.0,2361.07,93.0,77,0,0.0,1,4,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
2023-04-15,P013,43.0,2348.19,259.0,77,0,0.0,5,4,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2023-04-16,P013,52.0,2382.25,207.0,77,0,0.0,6,4,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
2023-04-22,P013,53.0,2283.3,154.0,77,0,0.0,5,4,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
2023-05-03,P013,33.0,2266.07,121.0,77,0,0.0,2,5,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387
2023-05-19,P013,52.0,2287.07,268.0,77,0,0.0,4,5,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
2023-05-23,P013,37.0,2280.46,231.0,77,0,0.0,1,5,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
2023-05-30,P013,54.0,2333.26,177.0,77,0,0.0,1,5,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
2023-06-10,P013,58.0,2285.74,119.0,77,0,0.0,5,6,10,0,1,0,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
2023-06-16,P013,44.0,2375.16,250.0,77,0,0.0,4,6,10,0,1,0,0,0,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
2023-06-19,P013,41.0,2329.77,209.0,77,0,0.0,0,6,10,0,1,0,0,0,0.0,1.0,1.2246467991473532e-16,-1.0
2023-06-20,P013,33.0,2328.27,176.0,77,0,0.0,1,6,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
2023-06-21,P013,34.0,2259.11,142.0,77,0,0.0,2,6,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
2023-07-04,P013,25.0,2366.58,117.0,77,0,0.0,1,7,10,0,1,0,0,0,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
2023-07-12,P013,33.0,2369.17,84.0,77,0,0.0,2,7,10,0,1,0,0,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
2023-07-16,P013,42.0,2337.32,212.0,77,0,0.0,6,7,10,0,1,0,0,0,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
